Source,Target,Weight
followforfollow,vine,1
followforfollow,armsrace,1
followforfollow,howcome,1
followforfollow,theprettyone,1
followforfollow,butnotme,1
followforfollow,fastfood,1
followforfollow,rittenhouse,1
followforfollow,selfdefense,1
followforfollow,hypocracy,1
followforfollow,commonlaw,1
retweet,vine,1
retweet,armsrace,1
retweet,howcome,1
retweet,theprettyone,1
retweet,butnotme,1
retweet,fastfood,1
retweet,rittenhouse,1
retweet,selfdefense,1
retweet,hypocracy,1
retweet,commonlaw,1
retweet,she,1
retweet,womanempowerment,1
retweet,empowerment,1
retweet,mother,1
retweet,daughter,1
retweet,wife,1
retweet,sister,1
retweet,pink,1
retweet,purple,1
retweet,girl,1
retweet,equality,1
retweet,poster,1
retweet,painting,1
retweet,twitter,1
retweet,tweet,1
vine,armsrace,1
vine,howcome,1
vine,theprettyone,1
vine,butnotme,1
vine,fastfood,1
vine,rittenhouse,1
vine,selfdefense,1
vine,hypocracy,1
vine,commonlaw,1
armsrace,howcome,1
armsrace,theprettyone,1
armsrace,butnotme,1
armsrace,fastfood,1
armsrace,rittenhouse,1
armsrace,selfdefense,1
armsrace,hypocracy,1
armsrace,commonlaw,1
howcome,theprettyone,1
howcome,butnotme,1
howcome,fastfood,1
howcome,rittenhouse,1
howcome,selfdefense,1
howcome,hypocracy,1
howcome,commonlaw,1
theprettyone,butnotme,1
theprettyone,fastfood,1
theprettyone,rittenhouse,1
theprettyone,selfdefense,1
theprettyone,hypocracy,1
theprettyone,commonlaw,1
butnotme,fastfood,1
butnotme,rittenhouse,1
butnotme,selfdefense,1
butnotme,hypocracy,1
butnotme,commonlaw,1
fastfood,rittenhouse,1
fastfood,selfdefense,1
fastfood,hypocracy,1
fastfood,commonlaw,1
rittenhouse,selfdefense,1
rittenhouse,hypocracy,1
rittenhouse,commonlaw,1
selfdefense,hypocracy,1
selfdefense,commonlaw,1
hypocracy,commonlaw,1
equality,donaldtrump,1
equality,acceptability,1
equality,fear,1
equality,lie,1
equality,wont,1
equality,happen,1
equality,prefect,1
equality,example,1
equality,voice,1
equality,promote,3
equality,no,1
equality,dominance,1
equality,american,1
equality,exceptionalism,1
equality,society,1
equality,nature,1
equality,art,5
equality,serenity,1
equality,healing,1
equality,sunshine,1
equality,country,1
equality,suprematism,4
equality,wasp,4
equality,activism,4
equality,apartheid,4
equality,streetart,2
equality,gatukonststockholm,2
equality,late,1
equality,savinglivesmatter,1
equality,peace,1
equality,policebrutality,1
equality,georgefloyd,1
equality,blacklivesmatter,1
equality,lgbbt,1
equality,riots,1
equality,covid19,1
equality,lockdown2020,1
equality,greatbritain,1
equality,loveyourself,1
equality,respect,1
equality,kinkydiva,1
equality,girl,4
equality,womanempowerment,2
equality,feminine,1
equality,she,2
equality,her,1
equality,queer,1
equality,lesbian,1
equality,color,1
equality,purple,3
equality,womensupportwomen,1
equality,womensmarch,1
equality,empowerment,1
equality,mother,1
equality,daughter,1
equality,wife,1
equality,sister,1
equality,pink,1
equality,poster,1
equality,painting,1
equality,twitter,1
equality,tweet,1
equality,homophobia,1
equality,reduce,1
equality,job,1
equality,tribunal,1
equality,browngirl,1
equality,code,1
equality,breakfree,1
equality,labels,1
equality,punjabi,1
equality,sikh,1
equality,clue,1
equality,loyal,1
equality,world,1
equality,olympics2016,1
equality,laugh,1
equality,vilify,1
equality,movie,1
equality,womeninhollywood,1
equality,hollywood,1
equality,fimmaking,1
equality,see,1
equality,womeninmusic,1
equality,anyone,1
equality,alive,1
donaldtrump,acceptability,1
donaldtrump,fear,1
donaldtrump,lie,1
donaldtrump,wont,1
donaldtrump,happen,1
donaldtrump,prefect,1
donaldtrump,example,1
donaldtrump,voice,1
donaldtrump,promote,3
acceptability,fear,1
acceptability,lie,1
acceptability,wont,1
acceptability,happen,1
acceptability,prefect,1
acceptability,example,1
acceptability,voice,1
acceptability,promote,3
fear,lie,1
fear,wont,1
fear,happen,1
fear,prefect,1
fear,example,1
fear,voice,1
fear,promote,3
fear,elected,2
fear,politicalscientist,2
fear,dianamutz,2
fear,statusthreat,2
fear,hypothesis,2
fear,economic,2
fear,anxiety,2
fear,2016election,1
fear,finds,1
fear,whitepeople,1
fear,underthreat,1
fear,whiteprivilege,1
fear,nothing,1
fear,felt,1
lie,wont,1
lie,happen,1
lie,prefect,1
lie,example,1
lie,voice,1
lie,promote,3
wont,happen,1
wont,prefect,1
wont,example,1
wont,voice,1
wont,promote,3
happen,prefect,1
happen,example,1
happen,voice,1
happen,promote,3
prefect,example,1
prefect,voice,1
prefect,promote,3
example,voice,1
example,promote,3
voice,promote,3
decisively,damn,2
damn,door,1
damn,gategate,1
landowner,classism,1
landowner,society,1
landowner,live,1
landowner,currently,1
landowner,operate,2
landowner,democratic,1
landowner,republic,1
landowner,inside,1
landowner,capitalism,1
landowner,frame,1
landowner,work,1
landowner,hence,1
classism,society,1
classism,live,1
classism,currently,1
classism,operate,2
classism,democratic,1
classism,republic,1
classism,inside,1
classism,capitalism,1
classism,frame,1
classism,work,1
classism,hence,1
classism,nolossesjustlessons,1
classism,middleclass,1
classism,cis,1
classism,heterosexual,1
classism,ablebodied,1
classism,citizen,1
classism,whitesettler,1
classism,heterosexism,1
classism,religiousoppression,1
classism,nationalism,1
classism,dag,1
classism,keep,1
classism,perspective,1
classism,video,1
classism,mcdonald,1
classism,horrific,1
classism,employee,1
classism,straw,1
classism,unpack,1
classism,horrendous,1
classism,situation,1
classism,fundamentally,1
classism,come,1
classism,despicable,1
classism,sickandtired,1
classism,whitemen,1
classism,rightness,1
society,live,1
society,currently,1
society,operate,2
society,democratic,1
society,republic,1
society,inside,1
society,capitalism,1
society,frame,1
society,work,1
society,hence,1
society,no,1
society,dominance,1
society,american,2
society,exceptionalism,1
society,nature,1
society,art,1
society,serenity,1
society,healing,1
society,sunshine,1
society,country,1
society,bigotry,1
society,whitemen,1
society,identitypolitics,1
society,uspolitics,1
society,masculinity,1
society,usnews,1
society,toxicmasculinity,1
society,manhood,1
society,ideology,1
society,whiteprivilege,1
society,virtue,1
society,idea,1
society,sort,1
society,taint,1
society,flat,1
society,laws,1
society,misogynistic,1
society,predator,1
society,kavanaugh,1
society,brand,1
society,trumpian,1
society,jimcrow2016,1
society,yeah,1
society,historical,1
society,root,1
society,basically,1
society,strength,1
society,resist,1
society,orange,1
society,trumpclown,1
society,exactly,1
society,sick,1
society,pretend,1
society,exist,1
society,veneto,2
society,famiglia,2
society,omofobia,2
society,renforcingpatriarchal,2
society,la,2
society,homonormative,1
society,privileges,1
society,perpetuating,1
society,implicit,1
society,discriminatory,1
society,reverberate,1
society,throughout,1
society,negative,1
society,huge,1
society,dent,1
society,still,1
society,brain,1
society,class,1
society,baltimore,1
society,employment,1
society,education,1
society,networks,1
society,northamerica,1
society,shadow,1
society,religion,1
society,world,1
society,label,2
society,judgement,1
live,currently,1
live,operate,2
live,democratic,1
live,republic,1
live,inside,1
live,capitalism,1
live,frame,1
live,work,2
live,hence,1
live,bernie,1
live,biden2020,1
live,beto,1
live,staywoke,1
live,voters,1
live,b,1
live,suck,1
live,answer,1
live,remember,1
live,ya,1
live,dance,1
live,bigendoftown,1
live,bloke,1
live,dis,1
live,similar,1
live,crow,1
currently,operate,2
currently,democratic,1
currently,republic,1
currently,inside,1
currently,capitalism,1
currently,frame,1
currently,work,1
currently,hence,1
operate,democratic,2
operate,republic,2
operate,inside,2
operate,capitalism,2
operate,frame,2
operate,work,2
operate,hence,2
democratic,republic,1
democratic,inside,1
democratic,capitalism,1
democratic,frame,1
democratic,work,1
democratic,hence,1
republic,inside,1
republic,capitalism,1
republic,frame,1
republic,work,1
republic,hence,1
inside,capitalism,1
inside,frame,1
inside,work,1
inside,hence,1
capitalism,frame,1
capitalism,work,1
capitalism,hence,1
frame,work,1
frame,hence,1
work,hence,1
work,levelup,1
work,identify,1
work,inherent,1
work,sorry,1
work,joke,1
work,root,1
work,resist,1
work,see,1
work,facial,1
work,dead,1
work,plain,1
work,emotionless,1
work,talk,1
work,gross,1
work,class,2
work,teach,1
work,drain,1
work,bernie,1
work,biden2020,1
work,beto,1
work,staywoke,1
work,voters,1
work,b,1
work,suck,1
work,answer,1
work,remember,1
work,ya,1
work,dance,1
work,eyes,1
work,disgust,1
work,famous,1
work,sondosalqattan,1
work,wow,1
work,religion,1
work,next,1
work,cause,1
work,wear,1
work,fool,1
work,half,1
work,world,1
work,away,1
work,roil,1
work,hey,1
work,ever,1
work,dude,1
work,shake,1
work,hard,1
work,understand,1
work,severely,1
work,toofunny,1
work,tag,2
work,hoodie,2
work,clothing,1
work,orange,1
work,keepwomenbusy,1
old,accountability,1
old,watch,1
old,see,1
old,totally,1
old,itsmoney,1
old,americanlife,1
old,capitalistic,1
old,thenumbers,1
old,justlikecongress,1
old,wealthy,3
old,payingwhitepeopletochoosethis,1
old,sad,1
old,corporate,1
old,aspect,1
old,aoc,1
old,elite,1
old,capitalist,2
old,meat,2
old,dairy,2
old,agism,1
old,speciesism,2
old,unfeeling,1
old,consume,2
old,otherwise,2
old,slip,2
old,soil,2
old,oldmen,1
old,uncaring,1
old,chart,1
old,thanks,1
old,think,1
old,clarify,1
old,correctness,2
old,kill,2
old,stagnant,2
old,suck,2
old,never,2
accountability,watch,1
accountability,see,1
accountability,totally,1
watch,see,1
watch,totally,1
watch,nice,1
see,totally,1
see,tory,1
see,powerful,1
see,speech,1
see,part,1
see,structure,1
see,suspect,1
see,brought,1
see,party,1
see,rural,1
see,seeing,1
see,land,1
see,torn,1
see,levelup,1
see,identify,1
see,inherent,1
see,sorry,1
see,joke,1
see,root,1
see,resist,6
see,trumpclown,3
see,orange,3
see,moron,1
see,morongopvoters,1
see,cult45,1
see,mindlessfollowers,1
see,drinkthekoolaid,1
see,continue,1
see,cult,1
see,voting,1
see,republican,1
see,theview,2
see,gopclowns,2
see,still,2
see,yeah,2
see,cause,2
see,ar,2
see,sjw,1
see,philosophy,1
see,saying,1
see,trash,2
see,constructive,1
see,change,1
see,behavior,1
see,religion,1
see,hit,1
see,poison,1
see,abusive,1
see,convenient,1
see,politically,1
see,incorrect,1
see,colonisation,3
see,poc,3
see,mind,3
see,terrible,3
see,thing,3
see,mite,3
see,must,3
see,grasp,3
see,asia,2
see,africa,2
see,beautiful,2
see,resistance,2
see,resisters,2
see,deep,2
see,trope,2
see,vouch,2
see,hillary,1
see,russia,1
see,goblue,1
see,democrat,1
see,beat,2
see,nationalism,1
see,movie,1
see,womeninhollywood,1
see,hollywood,1
see,fimmaking,1
totally,thedrum,1
totally,best,1
totally,discussion,1
totally,casual,2
totally,panel,1
streetphotography,streetscene,2
streetphotography,cityscene,1
streetphotography,summertime,2
streetphotography,reflections,1
streetphotography,agitprop,3
streetphotography,streetads,2
streetphotography,consumerism,1
streetphotography,publicity,2
streetphotography,stilllife,3
streetphotography,yellow,1
streetphotography,conceptualphotography,3
streetphotography,conceptphoto,3
streetphotography,advertising,1
streetphotography,advertisement,2
streetphotography,summer,1
streetphotography,fashion,1
streetphotography,billboards,1
streetphotography,bikini,1
streetphotography,colourphotography,2
streetphotography,trompe,2
streetphotography,l,2
streetphotography,wallsonfire,1
streetphotography,billboard,1
streetphotography,cityscape,1
streetphotography,zaragoza,1
streetphotography,shopwindow,1
streetphotography,monochrome,1
streetphotography,artbrut,1
streetscene,cityscene,1
streetscene,summertime,2
streetscene,reflections,1
streetscene,agitprop,2
streetscene,streetads,2
streetscene,consumerism,1
streetscene,publicity,2
streetscene,stilllife,2
streetscene,yellow,1
streetscene,conceptualphotography,2
streetscene,conceptphoto,2
streetscene,advertising,1
streetscene,advertisement,2
streetscene,summer,1
streetscene,fashion,1
streetscene,billboards,1
streetscene,bikini,1
streetscene,colourphotography,1
streetscene,wallsonfire,1
streetscene,billboard,1
streetscene,cityscape,1
streetscene,zaragoza,1
streetscene,shopwindow,1
streetscene,monochrome,1
streetscene,artbrut,1
streetscene,trompe,1
streetscene,l,1
cityscene,summertime,1
cityscene,reflections,1
cityscene,agitprop,1
cityscene,streetads,1
cityscene,consumerism,1
cityscene,publicity,1
cityscene,stilllife,1
cityscene,yellow,1
cityscene,conceptualphotography,1
cityscene,conceptphoto,1
cityscene,advertising,1
cityscene,advertisement,1
cityscene,summer,1
cityscene,fashion,1
cityscene,billboards,1
cityscene,bikini,1
summertime,reflections,1
summertime,agitprop,2
summertime,streetads,2
summertime,consumerism,1
summertime,publicity,2
summertime,stilllife,2
summertime,yellow,1
summertime,conceptualphotography,2
summertime,conceptphoto,2
summertime,advertising,1
summertime,advertisement,2
summertime,summer,1
summertime,fashion,1
summertime,billboards,1
summertime,bikini,1
summertime,colourphotography,1
summertime,wallsonfire,1
summertime,billboard,1
summertime,cityscape,1
summertime,zaragoza,1
summertime,shopwindow,1
summertime,monochrome,1
summertime,artbrut,1
summertime,trompe,1
summertime,l,1
reflections,agitprop,1
reflections,streetads,1
reflections,consumerism,1
reflections,publicity,1
reflections,stilllife,1
reflections,yellow,1
reflections,conceptualphotography,1
reflections,conceptphoto,1
reflections,advertising,1
reflections,advertisement,1
reflections,summer,1
reflections,fashion,1
reflections,billboards,1
reflections,bikini,1
agitprop,streetads,2
agitprop,consumerism,1
agitprop,publicity,2
agitprop,stilllife,3
agitprop,yellow,1
agitprop,conceptualphotography,3
agitprop,conceptphoto,3
agitprop,advertising,1
agitprop,advertisement,2
agitprop,summer,1
agitprop,fashion,1
agitprop,billboards,1
agitprop,bikini,1
agitprop,colourphotography,2
agitprop,trompe,2
agitprop,l,2
agitprop,wallsonfire,1
agitprop,billboard,1
agitprop,cityscape,1
agitprop,zaragoza,1
agitprop,shopwindow,1
agitprop,monochrome,1
agitprop,artbrut,1
streetads,consumerism,1
streetads,publicity,2
streetads,stilllife,2
streetads,yellow,1
streetads,conceptualphotography,2
streetads,conceptphoto,2
streetads,advertising,1
streetads,advertisement,2
streetads,summer,1
streetads,fashion,1
streetads,billboards,1
streetads,bikini,1
streetads,colourphotography,1
streetads,wallsonfire,1
streetads,billboard,1
streetads,cityscape,1
streetads,zaragoza,1
streetads,shopwindow,1
streetads,monochrome,1
streetads,artbrut,1
streetads,trompe,1
streetads,l,1
consumerism,publicity,1
consumerism,stilllife,1
consumerism,yellow,1
consumerism,conceptualphotography,1
consumerism,conceptphoto,1
consumerism,advertising,1
consumerism,advertisement,1
consumerism,summer,1
consumerism,fashion,1
consumerism,billboards,1
consumerism,bikini,1
consumerism,femininity,8
consumerism,purse,1
consumerism,teeth,2
consumerism,shopping,1
consumerism,wild,2
consumerism,orange,1
consumerism,beauty,4
consumerism,series,4
consumerism,treat,2
consumerism,shop,1
consumerism,hairbrush,1
consumerism,roar,2
consumerism,pink,2
consumerism,tiger,1
consumerism,cosmetic,3
consumerism,brush,2
consumerism,difficult,1
consumerism,rendering,1
consumerism,scissors,1
consumerism,haircut,1
consumerism,gold,1
consumerism,makeup,2
consumerism,cut,1
consumerism,impulse,1
consumerism,obligation,1
consumerism,mascara,1
consumerism,needles,2
consumerism,rosegold,1
consumerism,eyes,1
consumerism,lashes,1
consumerism,point,1
consumerism,apply,1
consumerism,carefully,1
publicity,stilllife,2
publicity,yellow,1
publicity,conceptualphotography,2
publicity,conceptphoto,2
publicity,advertising,1
publicity,advertisement,2
publicity,summer,1
publicity,fashion,1
publicity,billboards,1
publicity,bikini,1
publicity,colourphotography,1
publicity,wallsonfire,1
publicity,billboard,1
publicity,cityscape,1
publicity,zaragoza,1
publicity,shopwindow,1
publicity,monochrome,1
publicity,artbrut,1
publicity,trompe,1
publicity,l,1
stilllife,yellow,1
stilllife,conceptualphotography,3
stilllife,conceptphoto,3
stilllife,advertising,1
stilllife,advertisement,2
stilllife,summer,1
stilllife,fashion,1
stilllife,billboards,1
stilllife,bikini,1
stilllife,colourphotography,2
stilllife,trompe,2
stilllife,l,2
stilllife,wallsonfire,1
stilllife,billboard,1
stilllife,cityscape,1
stilllife,zaragoza,1
stilllife,shopwindow,1
stilllife,monochrome,1
stilllife,artbrut,1
yellow,conceptualphotography,1
yellow,conceptphoto,1
yellow,advertising,1
yellow,advertisement,1
yellow,summer,1
yellow,fashion,1
yellow,billboards,1
yellow,bikini,1
yellow,dots,1
yellow,blue,2
yellow,magenta,1
yellow,abstractart,1
yellow,tiny,1
yellow,benevolent,1
yellow,big,1
yellow,cry,1
yellow,paint,1
yellow,solution,1
yellow,real,1
yellow,everyone,2
yellow,involve,1
conceptualphotography,conceptphoto,3
conceptualphotography,advertising,1
conceptualphotography,advertisement,2
conceptualphotography,summer,1
conceptualphotography,fashion,1
conceptualphotography,billboards,1
conceptualphotography,bikini,1
conceptualphotography,colourphotography,2
conceptualphotography,trompe,2
conceptualphotography,l,2
conceptualphotography,wallsonfire,1
conceptualphotography,billboard,1
conceptualphotography,cityscape,1
conceptualphotography,zaragoza,1
conceptualphotography,shopwindow,1
conceptualphotography,monochrome,1
conceptualphotography,artbrut,1
conceptphoto,advertising,1
conceptphoto,advertisement,2
conceptphoto,summer,1
conceptphoto,fashion,1
conceptphoto,billboards,1
conceptphoto,bikini,1
conceptphoto,colourphotography,2
conceptphoto,trompe,2
conceptphoto,l,2
conceptphoto,wallsonfire,1
conceptphoto,billboard,1
conceptphoto,cityscape,1
conceptphoto,zaragoza,1
conceptphoto,shopwindow,1
conceptphoto,monochrome,1
conceptphoto,artbrut,1
advertising,advertisement,1
advertising,summer,1
advertising,fashion,1
advertising,billboards,1
advertising,bikini,1
advertising,african,1
advertising,tech,1
advertising,scale,1
advertising,powerful,1
advertising,cannot,1
advertising,posh,1
advertising,driven,1
advertising,foremost,1
advertising,thetruth,1
advertising,instasize,1
advertising,sign,1
advertising,spraycan,1
advertising,generation,1
advertisement,summer,1
advertisement,fashion,1
advertisement,billboards,1
advertisement,bikini,1
advertisement,colourphotography,1
advertisement,wallsonfire,1
advertisement,billboard,1
advertisement,cityscape,1
advertisement,zaragoza,1
advertisement,shopwindow,1
advertisement,monochrome,1
advertisement,artbrut,1
advertisement,trompe,1
advertisement,l,1
summer,fashion,1
summer,billboards,1
summer,bikini,1
fashion,billboards,1
fashion,bikini,1
billboards,bikini,1
sikh,pakistani,1
sikh,cukture,1
sikh,relatives,1
sikh,toxcmale,1
sikh,culturalmarxism,1
sikh,farleft,1
sikh,come,1
sikh,fine,1
sikh,invariably,1
sikh,reverse,1
sikh,browngirl,1
sikh,girl,2
sikh,code,1
sikh,breakfree,1
sikh,labels,1
sikh,punjabi,1
sikh,clue,1
sikh,loyal,1
sikh,world,1
pakistani,cukture,1
pakistani,relatives,1
pakistani,toxcmale,1
pakistani,culturalmarxism,1
pakistani,farleft,1
pakistani,come,1
pakistani,fine,1
pakistani,invariably,1
pakistani,reverse,1
cukture,relatives,1
cukture,toxcmale,1
cukture,culturalmarxism,1
cukture,farleft,1
cukture,come,1
cukture,fine,1
cukture,invariably,1
cukture,reverse,1
relatives,toxcmale,1
relatives,culturalmarxism,1
relatives,farleft,1
relatives,come,1
relatives,fine,1
relatives,invariably,1
relatives,reverse,1
toxcmale,culturalmarxism,1
toxcmale,farleft,1
toxcmale,come,1
toxcmale,fine,1
toxcmale,invariably,1
toxcmale,reverse,1
culturalmarxism,farleft,1
culturalmarxism,come,1
culturalmarxism,fine,1
culturalmarxism,invariably,1
culturalmarxism,reverse,1
farleft,come,1
farleft,fine,1
farleft,invariably,1
farleft,reverse,1
come,fine,1
come,invariably,1
come,reverse,1
come,holocaustmemorialday,1
come,islamophobia,1
come,antisemitism,1
come,homophobia,1
come,racial,1
come,worrying,1
come,unwelcome,1
come,inextricable,1
come,video,1
come,mcdonald,1
come,horrific,1
come,employee,1
come,straw,1
come,unpack,1
come,horrendous,1
come,situation,1
come,fundamentally,1
come,despicable,1
come,resist,1
come,trumpclown,1
come,orange,1
come,moron,1
come,morongopvoters,1
come,cult45,1
come,keep,1
come,happening,1
come,cause,1
come,employ,1
come,think,1
come,whatever,1
come,mentality,1
come,dog,1
come,mean,1
come,prominence,1
come,ought,1
fine,invariably,1
fine,reverse,1
fine,bendtheknee,1
fine,debeers,1
fine,pagan,1
fine,africa,1
fine,aztec,1
fine,indian,1
fine,religionism,1
fine,paganforever,1
invariably,reverse,1
equalopportunist,elderly,1
equalopportunist,young,1
equalopportunist,nationalism,1
equalopportunist,labels,1
equalopportunist,dontpissmeoff,1
equalopportunist,clear,1
equalopportunist,anybody,1
equalopportunist,whether,2
elderly,young,1
elderly,nationalism,1
elderly,labels,1
elderly,dontpissmeoff,1
elderly,clear,1
elderly,anybody,1
elderly,whether,2
young,nationalism,1
young,labels,1
young,dontpissmeoff,1
young,clear,1
young,anybody,1
young,whether,2
young,concerned,1
young,start,1
young,home,1
young,seriously,1
young,hold,1
young,dominate,1
young,keep,1
young,status,1
young,quo,1
young,medical,1
young,textbooks,1
young,pictures,1
young,overwhelmingly,1
young,profs,1
young,gradstudents,1
young,junior,1
young,hope,1
young,remember,1
young,session,1
young,partandparcel,1
young,getsmarter,1
young,attractive,1
young,candidate,1
young,must,1
nationalism,labels,1
nationalism,dontpissmeoff,1
nationalism,clear,1
nationalism,anybody,1
nationalism,whether,2
nationalism,nolossesjustlessons,1
nationalism,middleclass,1
nationalism,cis,1
nationalism,heterosexual,1
nationalism,ablebodied,1
nationalism,citizen,1
nationalism,whitesettler,1
nationalism,heterosexism,1
nationalism,religiousoppression,1
nationalism,dag,1
nationalism,keep,1
nationalism,perspective,1
nationalism,hillary,1
nationalism,russia,1
nationalism,goblue,1
nationalism,democrat,1
nationalism,beat,2
labels,dontpissmeoff,1
labels,clear,1
labels,anybody,1
labels,whether,2
labels,browngirl,1
labels,girl,2
labels,code,1
labels,breakfree,1
labels,punjabi,1
labels,clue,1
labels,loyal,1
labels,world,1
dontpissmeoff,clear,1
dontpissmeoff,anybody,1
dontpissmeoff,whether,2
clear,anybody,1
clear,whether,2
clear,homophobia,1
clear,donnerstagsdemo,1
clear,tonight,1
clear,turn,1
clear,city,1
clear,upside,1
clear,house,1
clear,international,1
clear,thanks,1
anybody,whether,2
anybody,resist,1
anybody,orange,1
anybody,trumpclown,1
anybody,trumplies,1
anybody,impeachtheclown,1
anybody,question,2
anybody,ask,1
anybody,think,1
anybody,high,2
guns,mental,1
guns,ever,1
guns,hear,1
guns,read,1
guns,shooter,1
guns,health,1
mental,ever,1
mental,hear,1
mental,read,1
mental,shooter,1
mental,health,1
ever,hear,2
ever,read,1
ever,shooter,1
ever,health,1
ever,dude,1
ever,shake,1
ever,hard,1
ever,hurtful,1
ever,talk,1
ever,still,1
hear,read,1
hear,shooter,1
hear,health,1
hear,hurtful,1
hear,talk,1
hear,still,1
read,shooter,1
read,health,1
read,republicansenators,1
read,banned,1
read,blackcorettascottking,1
read,letter,1
read,sportsbiz,2
read,sports,2
read,buccaneers,2
read,nfl,2
read,football,2
shooter,health,1
apple,mansplaining,2
apple,experienced,2
apple,arrogance,2
apple,till,2
apple,start,2
apple,detail,2
apple,tech,2
apple,depth,2
apple,yes,2
apple,company,2
apple,wide,2
mansplaining,experienced,1
mansplaining,arrogance,1
mansplaining,till,1
mansplaining,start,1
mansplaining,detail,1
mansplaining,tech,1
mansplaining,depth,1
mansplaining,yes,1
mansplaining,company,1
mansplaining,wide,1
experienced,arrogance,1
experienced,till,1
experienced,start,1
experienced,detail,1
experienced,tech,1
experienced,depth,1
experienced,yes,1
experienced,company,1
experienced,wide,1
experienced,probably,1
experienced,dead,1
arrogance,till,1
arrogance,start,1
arrogance,detail,1
arrogance,tech,1
arrogance,depth,1
arrogance,yes,1
arrogance,company,1
arrogance,wide,1
till,start,1
till,detail,1
till,tech,1
till,depth,1
till,yes,1
till,company,1
till,wide,1
start,detail,1
start,tech,1
start,depth,1
start,yes,1
start,company,1
start,wide,1
start,concerned,1
start,home,1
start,seriously,1
start,hold,1
start,dominate,1
start,keep,1
start,status,1
start,quo,1
detail,tech,1
detail,depth,1
detail,yes,1
detail,company,1
detail,wide,1
tech,depth,1
tech,yes,1
tech,company,1
tech,wide,1
tech,african,1
tech,scale,1
tech,powerful,1
tech,cannot,1
tech,posh,1
tech,driven,1
tech,foremost,1
depth,yes,1
depth,company,1
depth,wide,1
yes,company,1
yes,wide,1
yes,supremacists,1
yes,nazi,1
yes,rich,1
yes,united,4
yes,behind,1
yes,gamemakers,1
yes,unregulatedbusiness,1
yes,diferentthan,1
yes,games,1
yes,another,1
yes,fill,1
yes,industry,1
yes,step,1
yes,aggression,1
company,wide,1
company,leapfrog,1
company,hiring,1
company,worker,2
company,meritocracy,1
company,development,1
company,platform,2
company,build,1
company,guy,1
company,bulwark,1
company,bonehead,1
company,eliminate,1
company,rather,1
company,employer,1
company,badly,1
company,best,1
workingclass,homophobia,1
workingclass,thing,1
workingclass,minute,1
workingclass,guilty,1
workingclass,without,1
workingclass,rest,1
homophobia,thing,1
homophobia,minute,1
homophobia,guilty,1
homophobia,without,1
homophobia,rest,1
homophobia,latinx,1
homophobia,none,1
homophobia,ax,1
homophobia,audio,1
homophobia,suspiciously,1
homophobia,targeted,1
homophobia,removal,1
homophobia,mostly,1
homophobia,style,1
homophobia,peace,2
homophobia,stair,1
homophobia,color,1
homophobia,colour,1
homophobia,loveyourself,1
homophobia,lovequotes,1
homophobia,quotesdaily,1
homophobia,quotes,1
homophobia,lifequotes,1
homophobia,gayboy,1
homophobia,gaypride,1
homophobia,gayteen,1
homophobia,pinterest,1
homophobia,reduce,1
homophobia,job,1
homophobia,tribunal,1
homophobia,holocaustmemorialday,1
homophobia,islamophobia,1
homophobia,antisemitism,1
homophobia,racial,1
homophobia,worrying,1
homophobia,unwelcome,1
homophobia,inextricable,1
homophobia,donnerstagsdemo,1
homophobia,tonight,1
homophobia,turn,1
homophobia,city,1
homophobia,upside,1
homophobia,house,1
homophobia,international,1
homophobia,thanks,1
homophobia,bannon,1
homophobia,charlottesville,1
homophobia,whitesupremacist,1
homophobia,whiteprivilege,1
homophobia,whitepower,1
homophobia,whitesupremacists,1
homophobia,whitepeopleproblems,1
homophobia,heading,1
homophobia,dark,1
homophobia,light,1
homophobia,age,1
homophobia,no,1
homophobia,short,1
homophobia,systems,1
homophobia,amazing,1
homophobia,record,1
homophobia,seem,1
homophobia,current,1
homophobia,r,1
homophobia,rule,1
thing,minute,1
thing,guilty,1
thing,without,1
thing,rest,1
thing,shithole,2
thing,bigotry,2
thing,country,2
thing,calling,2
thing,countries,2
thing,world,2
thing,ignorance,2
thing,problem,2
thing,course,2
thing,today,2
thing,lol,1
thing,ifunny,1
thing,9gag,1
thing,anagram,1
thing,satan,1
thing,isn,1
thing,meme,1
thing,rich,1
thing,trumpkin,1
thing,neveragain,1
thing,angry,1
thing,right,1
thing,seriously,1
thing,anyone,1
thing,burn,1
thing,alongside,1
thing,colonisation,4
thing,poc,4
thing,mind,4
thing,terrible,4
thing,mite,3
thing,must,4
thing,grasp,3
thing,asia,3
thing,africa,3
thing,beautiful,3
thing,resist,2
thing,resistance,2
thing,resisters,2
thing,deep,3
thing,trope,3
thing,vouch,3
thing,understand,2
thing,might,1
thing,buy,1
minute,guilty,1
minute,without,1
minute,rest,1
guilty,without,1
guilty,rest,1
without,rest,1
rest,resist,1
rest,orange,1
rest,orangeisthenewstupid,1
rest,exactly,1
nolossesjustlessons,middleclass,1
nolossesjustlessons,cis,1
nolossesjustlessons,heterosexual,1
nolossesjustlessons,ablebodied,1
nolossesjustlessons,citizen,1
nolossesjustlessons,whitesettler,1
nolossesjustlessons,heterosexism,1
nolossesjustlessons,religiousoppression,1
nolossesjustlessons,dag,1
nolossesjustlessons,keep,1
nolossesjustlessons,perspective,1
middleclass,cis,1
middleclass,heterosexual,1
middleclass,ablebodied,1
middleclass,citizen,1
middleclass,whitesettler,1
middleclass,heterosexism,1
middleclass,religiousoppression,1
middleclass,dag,1
middleclass,keep,1
