,Word,Count
183,tackle,2
184,different,2
185,poet,2
186,non,2
187,c,2
188,clown,2
189,hey,2
190,line,2
191,away,2
192,pretend,2
193,wow,2
194,exist,2
195,common,2
196,experience,2
197,scum,2
198,brown,2
199,keep,2
200,voting,2
201,high,2
202,hard,2
203,republican,2
204,content,2
205,matter,2
206,beating,2
207,focus,2
208,bookshop,2
209,poem,2
210,today,2
211,excite,2
212,l,2
213,share,2
214,clearly,2
215,enable,2
216,race,2
217,justify,2
218,coherence,2
219,history,2
220,remember,2
221,primary,2
222,across,2
223,kitchen,2
224,slave,2
225,pretty,2
226,real,2
227,post,2
228,sick,2
229,everyday,2
230,dumb,2
231,offensive,2
232,taboo,2
233,typical,2
234,agree,2
235,daily,2
236,treat,2
237,trompe,2
238,purpose,2
239,party,2
240,wage,2
241,watching,2
242,twice,2
243,redirect,2
244,female,2
245,owe,2
246,permanent,2
247,abuse,2
248,building,2
249,top,2
250,start,2
251,address,2
252,family,2
253,much,2
254,politics,2
255,business,2
256,missive,2
257,f,2
258,enough,2
259,long,2
260,commit,2
261,money,2
262,sum,2
263,initiative,2
264,far,2
265,within,2
266,ridiculous,2
267,wrong,2
268,government,2
269,even,2
270,wade,2
271,king,2
272,crime,2
273,fight,2
274,intentional,2
275,overweight,2
276,test,2
277,son,2
278,receive,2
279,grow,2
280,discrimination,2
281,past,2
282,mail,2
283,statistics,2
284,literate,2
285,dont,2
286,fake,2
287,true,2
288,hatred,2
289,militant,2
290,click,2
291,aftermath,2
292,week,2
293,reading,2
294,data,2
295,anyway,2
296,herald,2
297,page,2
298,spread,2
299,globe,2
300,student,2
301,sell,2
302,help,2
303,learn,2
304,as,2
305,want,2
306,bully,2
307,select,1
308,instill,1
309,loyal,1
310,crazy,1
311,continue,1
312,apparently,1
313,consider,1
314,home,1
315,reg,1
316,fascism,1
317,mess,1
318,better,1
319,advertise,1
320,give,1
321,tie,1
322,marriage,1
323,unavoidable,1
324,fact,1
325,episode,1
326,slow,1
327,renew,1
328,play,1
329,sadly,1
330,resent,1
331,brit,1
332,incorrect,1
333,politically,1
334,convenient,1
335,abusive,1
336,poison,1
337,clue,1
338,hit,1
339,cult,1
340,next,1
341,g,1
342,nonsense,1
343,ask,1
344,red,1
345,rest,1
346,assaulter,1
347,ca,1
348,already,1
349,culture,1
350,seriously,1
351,expose,1
352,bos,1
353,forward,1
354,sic,1
355,conversation,1
356,lots,1
357,refuse,1
358,join,1
359,yep,1
360,military,1
361,yellow,1
362,court,1
363,stupid,1
364,seem,1
365,roil,1
366,half,1
367,fool,1
368,religion,1
369,feminism,1
370,die,1
371,shatter,1
372,dancer,1
373,belly,1
374,extent,1
375,cloth,1
376,yeah,1
377,ar,1
378,modern,1
379,pill,1
380,clothes,1
381,n,1
382,specially,1
383,obligation,1
384,board,1
385,positivity,1
386,tag,1
387,sign,1
388,segregation,1
389,problem,1
390,banning,1
391,aware,1
392,candidate,1
393,disgraceful,1
394,amaze,1
395,jenny,1
396,less,1
397,fatherhood,1
398,future,1
399,harm,1
400,making,1
401,weird,1
402,confront,1
403,prison,1
404,body,1
405,request,1
406,anyone,1
407,carter,1
408,holy,1
409,hoodie,1
410,find,1
411,movie,1
412,belt,1
413,impact,1
414,commercial,1
415,travel,1
416,agency,1
417,ready,1
418,order,1
419,open,1
420,club,1
421,single,1
422,market,1
423,rust,1
424,problematic,1
425,taken,1
426,childless,1
427,eventually,1
428,unbearable,1
429,defeat,1
430,comment,1
431,correct,1
432,praise,1
433,dear,1
434,forgot,1
435,holiday,1
436,slam,1
437,ground,1
438,star,1
439,russia,1
440,sore,1
441,boycott,1
442,comedienne,1
443,carefully,1
444,apply,1
445,point,1
446,needles,1
447,employ,1
448,impulse,1
449,cut,1
450,illustration,1
451,bear,1
452,quick,1
453,rendering,1
454,difficult,1
455,roar,1
456,shop,1
457,underlie,1
458,threat,1
459,disrespect,1
460,ago,1
461,jordan,1
462,meeting,1
463,parliament,1
464,hesitant,1
465,wonderful,1
466,discussion,1
467,recognize,1
468,us,1
469,community,1
470,double,1
471,face,1
472,liberal,1
473,rape,1
474,fetish,1
475,inspiration,1
476,condemnation,1
477,acceptable,1
478,tho,1
479,door,1
480,crap,1
481,involve,1
482,ditch,1
483,marketing,1
484,directly,1
485,quite,1
486,sometimes,1
487,happy,1
488,whatever,1
489,terminate,1
490,happening,1
491,reparative,1
492,forty,1
493,assault,1
494,forget,1
495,identity,1
496,reproductive,1
497,expect,1
498,right,1
499,ongoing,1
500,create,1
501,choosing,1
502,approach,1
503,percent,1
504,times,1
505,call,1
506,wealth,1
507,redistribution,1
508,search,1
509,human,1
510,laziness,1
511,inherent,1
512,instead,1
513,team,1
514,sixty,1
515,report,1
516,second,1
517,rural,1
518,diversity,1
519,paint,1
520,every,1
521,carer,1
522,benevolent,1
523,hostile,1
524,parent,1
525,torn,1
526,land,1
527,seeing,1
528,book,1
529,coercive,1
530,brought,1
531,applied,1
532,suspect,1
533,structure,1
534,generation,1
535,evidence,1
536,speech,1
537,powerful,1
538,age,1
539,contact,1
540,astute,1
541,micro,1
542,flag,1
543,clear,1
544,let,1
545,p,1
546,public,1
547,win,1
548,malik,1
549,equality,1
550,promote,1
551,maintain,1
552,anything,1
553,air,1
554,drive,1
555,thank,1
556,bikini,1
557,achievement,1
558,restaurant,1
559,back,1
560,everything,1
561,attitude,1
562,else,1
563,regressive,1
564,enjoy,1
565,bad,1
566,international,1
567,without,1
568,excitement,1
569,article,1
570,initial,1
571,certain,1
572,free,1
573,event,1
574,breakthrough,1
575,made,1
576,last,1
577,buy,1
578,jersey,1
579,radio,1
580,reversal,1
581,challenge,1
582,role,1
583,lens,1
584,light,1
585,shed,1
586,k,1
587,senate,1
588,turn,1
589,alone,1
590,reimagine,1
591,success,1
592,visibly,1
593,commitment,1
594,raise,1
595,sex,1
596,strain,1
597,force,1
598,destructive,1
599,benefit,1
600,power,1
601,fear,1
602,planet,1
603,prevalent,1
604,sad,1
605,unlawful,1
606,pertaining,1
607,control,1
608,irrespective,1
609,inequality,1
610,outcome,1
611,position,1
612,low,1
613,idea,1
614,outdated,1
615,century,1
616,st,1
617,chivalry,1
618,shut,1
619,hello,1
620,bar,1
621,media,1
622,protest,1
623,green,1
624,capacity,1
625,nothing,1
626,bel,1
627,doesnt,1
628,solution,1
629,fall,1
630,thats,1
631,remain,1
632,decision,1
633,humanity,1
634,contract,1
635,stereotypical,1
636,depict,1
637,longer,1
638,crack,1
639,watchdog,1
640,advertising,1
641,regardless,1
642,hate,1
643,totally,1
644,baby,1
645,dad,1
646,codify,1
647,although,1
648,grey,1
649,evident,1
650,senior,1
651,grammar,1
652,th,1
653,teach,1
654,field,1
655,primarily,1
656,stem,1
657,physic,1
658,study,1
659,affect,1
660,motivation,1
661,intersect,1
662,maker,1
663,attention,1
664,economic,1
665,systemic,1
666,expendable,1
667,simply,1
668,research,1
669,proudly,1
670,hair,1
671,mouth,1
672,unless,1
673,mor,1
674,disproportionately,1
675,confluence,1
676,anti,1
677,breathe,1
678,feel,1
679,fellow,1
680,boundary,1
681,review,1
682,tore,1
683,beyond,1
684,personally,1
685,partner,1
686,trust,1
687,hear,1
688,hypocrisy,1
689,tire,1
690,news,1
691,reason,1
692,negative,1
693,form,1
694,another,1
695,title,1
